_id,authors,name,link,sale_coast,old_coast,rating
5ecebab4f2c954e59741e40d,"[""Бэрри Пол""]",Изучаем программирование на Python,https://book24.ru/product/izuchaem-programmirovanie-na-python-1595276/,1279,null,4.5
5ecebab4f2c954e59741e40e,"[""Торгашева Ю В""]",Программирование для детей. Учимся создавать игры на Scratch,https://book24.ru/product/programmirovanie-dlya-detey-uchimsya-sozdavat-igry-na-scratch-5442633/,553,null,null
5ecebab4f2c954e59741e40f,"[""Воронин И В""]",Программирование для детей. От основ к созданию роботов,https://book24.ru/product/programmirovanie-dlya-detey-ot-osnov-k-sozdaniyu-robotov-5442579/,815,null,null
5ecebab5f2c954e59741e410,"[""Йохан Алудден"",""Федерико Вальясинди""]",Программирование для детей. Видеоигры на Scratch,https://book24.ru/product/programmirovanie-dlya-detey-videoigry-na-scratch-5291449/,500,null,null
5ecebab5f2c954e59741e411,"[""Уитни Д.""]","Программирование для детей. Учимся создавать сайты, приложения и игры. HTML, CSS и JavaScript",https://book24.ru/product/programmirovanie-dlya-detey-uchimsya-sozdavat-sayty-prilozheniya-i-igry-html-css-i-javascript-5442606/,922,null,null
5ecebab5f2c954e59741e412,"[""Йохан Алудден"",""Федерико Вальясинди""]",Программирование для детей. Анимация на Scratch,https://book24.ru/product/programmirovanie-dlya-detey-animatsiya-na-scratch-5291448/,500,null,null
5ecebab5f2c954e59741e413,"[""Торгашева Ю В""]",Программирование для детей. Мои первые программы на Scratch,https://book24.ru/product/programmirovanie-dlya-detey-moi-pervye-programmy-na-scratch-5441645/,553,null,null
5ecebab5f2c954e59741e414,"[""Свейгарт Эл""]",Программирование для детей. Делай игры и учи язык Scratch!,https://book24.ru/product/programmirovanie-dlya-detey-delay-igry-i-uchi-yazyk-scratch-1613363/,846,940,5
5ecebab5f2c954e59741e416,"[""Бейдер Д""]",Чистый Python. Тонкости программирования для профи,https://book24.ru/product/chistyy-python-tonkosti-programmirovaniya-dlya-profi-5442569/,1220,null,null
5ecebab5f2c954e59741e417,"[""Уильямс Э.""]",C++. Практика многопоточного программирования,https://book24.ru/product/c-praktika-mnogopotochnogo-programmirovaniya-5616757/,2035,null,null
5ecebab6f2c954e59741e41a,"[""Седжвик Р""]"," основы программирования на Java, ООП, алгоритмы и структуры данных",https://book24.ru/product/computer-science-osnovy-programmirovaniya-na-java-oop-algoritmy-i-struktury-dannykh-5441608/,2538,null,null
5ecebab6f2c954e59741e41c,"[""Рафгарден Т""]",Совершенный алгоритм. Жадные алгоритмы и динамическое программирование,https://book24.ru/product/sovershennyy-algoritm-zhadnye-algoritmy-i-dinamicheskoe-programmirovanie-5616741/,1248,null,null
5ecebab6f2c954e59741e41e,"[""Дэвидсон-Пайлон  К""]", байесовский вывод и алгоритмы,https://book24.ru/product/veroyatnostnoe-programmirovanie-na-python-bayesovskiy-vyvod-i-algoritmy-5442768/,1748,null,null
5ecebab6f2c954e59741e41f,"[""Лафоре Р""]",Объектно-ориентированное программирование в С++. Классика Computer Science,https://book24.ru/product/obektno-orientirovannoe-programmirovanie-v-s-klassika-computer-science-5442644/,1702,null,null
