,Vacancy,Link,Company,City,Salary_min,Salary_max,Currency
227,Senior C/C++ Developer,https://hh.ru/vacancy/36693892?query=python, Experiment X ,"Москва, Белорусская и еще 1 ",150000,,руб.
228,Инженер по тестированию backend/ QA-инженер backend,https://hh.ru/vacancy/36776753?query=python,ПАО НИС ,"Москва, Технопарк",,,
229,Программист Python,https://hh.ru/vacancy/36818948?query=python, Group-IB ,Москва,,,
230,Python Team Lead,https://hh.ru/vacancy/36865308?query=python, Neurodata Lab,Москва,,,
231,Автор-эксперт по языкам программирования/веб-разработчик,https://hh.ru/vacancy/36999453?query=python, KRK Group ,Москва,,,
232,C++/Deep Learning/ Machine Learning Developer SberDevices,https://hh.ru/vacancy/35671395?query=python, Сбербанк для экспертов ,"Москва, Кутузовская и еще 1 ",,,
233,Разработчик Python,https://hh.ru/vacancy/36818892?query=python, Group-IB ,Москва,,,
234,Python-разработчик со знанием Data Science,https://hh.ru/vacancy/36821889?query=python, Axamit ,Москва,,,
235,Инженер по тестированию(Middle),https://hh.ru/vacancy/36747299?query=python,ООО БОЛЬШАЯ ТРОЙКА ,"Москва, Бауманская",,,
236,Data Scientist,https://hh.ru/vacancy/36337730?query=python, Почта Банк ,Москва,,,
237,Full-stack Developer,https://hh.ru/vacancy/36986668?query=python,ООО КГК ,"Москва, Тропарево",,200000,руб.
238,Разработчик на Erlang,https://hh.ru/vacancy/36803723?query=python, Zeinet&SSE ,Москва,,,
239,Senior python разработчик,https://hh.ru/vacancy/36493185?query=python,ООО Инконсалт ,Москва,,,
240,Teamlead / Senior Python разработчик,https://hh.ru/vacancy/36646850?query=python, SUNLIGHT ,"Москва, Щукинская",,,
241,Python-разработчик,https://hh.ru/vacancy/35503487?query=python, ivi ,"Москва, Дмитровская",140000,200000,руб.
242,Python разработчик,https://hh.ru/vacancy/36817758?query=python," Mail.Ru Group, Решения для бизнеса ",Москва,,,
243,Python-разработчик,https://hh.ru/vacancy/36802905?query=python, ADV/web-engineering ,"Москва, Дмитровская",,,
244,Full-Stack developer (Vue.js / Python),https://hh.ru/vacancy/36598699?query=python, Лаборатория Касперского ,Москва,,,
245,DevOps specialist,https://hh.ru/vacancy/36703073?query=python, DEEP & HARD ,Москва,150000,,руб.
246,IOS Developer,https://hh.ru/vacancy/32481016?query=python, ДомКлик ,"Москва, Кутузовская",,,
247,Python-разработчик (MAPS.ME),https://hh.ru/vacancy/36792914?query=python," Mail.Ru Group, Карты ","Москва, Аэропорт",,,
248,Reverse Engineer / Вирусный аналитик / Реверc инженер,https://hh.ru/vacancy/36753903?query=python,АО АСТ ,"Москва, Волгоградский проспект",,300000,руб.
249,Специалист: Image/video processing & Machine Learning based projects,https://hh.ru/vacancy/30255734?query=python, Spirit Corp ,Москва,200000,,руб.
250,QA/DevOps engineer,https://hh.ru/vacancy/36706888?query=python,АО РАСУ ,"Москва, Нагатинская",,,
251,Backend-разработчик на Python,https://hh.ru/vacancy/36803111?query=python, LeadBazaar ,Москва,,,
252,Full stack разработчик,https://hh.ru/vacancy/36296545?query=python,"ООО Сканэкс, ИТЦ ","Москва, Румянцево",,,
253,Data Scientist,https://hh.ru/vacancy/36452970?query=python,ООО Лидгид ,Москва,,,
254,Backend Developer,https://hh.ru/vacancy/36777275?query=python,ООО Эйс Плэйс ,Москва,70000,,руб.
255,Ведущий инженер по автоматизированному тестированию (frontend),https://hh.ru/vacancy/36709234?query=python, Netris ,"Москва, Кожуховская",,,
256,Data analyst / ML engineer (Аналитик данных),https://hh.ru/vacancy/36501173?query=python, Social Quantum ,Москва,,,
257,Python разработчик,https://hh.ru/vacancy/36533045?query=python, Сбербанк для экспертов ,Москва,,,
258,Senior full-stack программист Python/Django,https://hh.ru/vacancy/36788399?query=python, Кивано ,"Москва, Деловой центр",150000,180000,руб.
259,Data Scientist,https://hh.ru/vacancy/36160619?query=python,АО ДОМ.РФ ,Москва,,,
260,QA Engineer (PyCharm For Data Science),https://hh.ru/vacancy/36415355?query=python, JetBrains ,"Москва, Белорусская",150000,,руб.
261,Ведущий Python-разработчик,https://hh.ru/vacancy/36040198?query=python, Сбербанк для экспертов ,Москва,,,
262,Программист Python,https://hh.ru/vacancy/36780461?query=python,ООО ИК СИБИНТЕК ,"Москва, Тимирязевская",,,
263,Ведущий инженер по автоматизированному тестированию/ QA Automation Engineer,https://hh.ru/vacancy/36848591?query=python, ВТБ Факторинг ,"Москва, Деловой центр и еще 2 ",,,
264,Go/Python developer,https://hh.ru/vacancy/36774590?query=python,ООО Акронис-Инфозащита ,"Москва, Алтуфьево",,,
265,Разработчик Python,https://hh.ru/vacancy/36587185?query=python, Центр Агроаналитики ,Москва,100000,140000,руб.
266,QA Automation Python,https://hh.ru/vacancy/34596119?query=python, X5 RETAIL GROUP ,"Москва, Волгоградский проспект",,,
267,Разработчик C/C++/Python,https://hh.ru/vacancy/35216674?query=python,ООО Ростелеком Информационные Технологии ,"Москва, Новокузнецкая",,,
268,Программист Python Middle+,https://hh.ru/vacancy/36782594?query=python,ООО Рубедайт Рус ,Москва,,,
269,Python Developer,https://hh.ru/vacancy/36808092?query=python," Лента, федеральная розничная сеть, IT  ",Москва,,,
270,Python разработчик,https://hh.ru/vacancy/36774402?query=python,"ПАО «МТС»,IT ",Москва,,,
271,Python разработчик,https://hh.ru/vacancy/36763341?query=python, Яндекс ,Москва,,,
272,Программист Python,https://hh.ru/vacancy/36747176?query=python, ОНСЕК ,Москва,,,
273,Backend разработчик Python/возможно удаленно (инвестиционная компания),https://hh.ru/vacancy/36775655?query=python, Recruitment Boutique S.M.Art ,Москва,,,
274,Ведущий Python разработчик в Марусю (ML),https://hh.ru/vacancy/35690006?query=python," Mail.Ru Group, Социальные сети, Одноклассники ","Москва, Аэропорт",,,
275,Python разработчик (Middle / Senior),https://hh.ru/vacancy/36401827?query=python, X5 RETAIL GROUP ,"Москва, Волгоградский проспект",,,
276,Python middle developer,https://hh.ru/vacancy/36805018?query=python,ООО Кадровое решение ,Москва,120000,160000,руб.
277,Middle Python developer,https://hh.ru/vacancy/36372936?query=python, IT_Selection ,Москва,130000,160000,руб.
278,Python разработчик / программист,https://hh.ru/vacancy/36793814?query=python, Тройнов Александр,Москва,500,500,USD
279,Middle разработчик Python,https://hh.ru/vacancy/36822146?query=python,ООО Эйс Системс ,Москва,,200000,руб.
280,Senior Python разработчик / developer,https://hh.ru/vacancy/36808390?query=python, Maxiru ,Москва,2100,2800,USD
281,Руководитель направления по исследованию данных / data scientist,https://hh.ru/vacancy/35758440?query=python, Сбербанк для экспертов ,Москва,,,
282,Программист Python,https://hh.ru/vacancy/36714125?query=python,ООО Гравити Групп ,Москва,120000,200000,руб.
283,Fullstack Python-разработчик (Big Data),https://hh.ru/vacancy/36240449?query=python,"ПАО «МТС»,IT ","Москва, Технопарк",,,
284,Data engineer (Python),https://hh.ru/vacancy/36779834?query=python, FUSION CORE ,"Москва, Сокол",,150000,руб.
285,Python Developer (Backend),https://hh.ru/vacancy/36777003?query=python, Top Selection OÜ ,Москва,,,
286,Python-разработчик,https://hh.ru/vacancy/36734785?query=python, Яндекс ,Москва,,,
287,"Разработчик (C#, Python)",https://hh.ru/vacancy/36769248?query=python, Forecsys ,Москва,,,
288,Data Scientist,https://hh.ru/vacancy/36408207?query=python, Samsung Research Center ,"Москва, Савеловская",,,
289,QA Automation Engineer (Python),https://hh.ru/vacancy/31153542?query=python, OZON.ru Разработка ,"Москва, Деловой центр и еще 2 ",,,
290,Разработчик Python ML (Big Data),https://hh.ru/vacancy/36817845?query=python,"ПАО «МТС»,IT ","Москва, Технопарк",,,
291,Data Scientist / Machine Learning Engineer,https://hh.ru/vacancy/36805029?query=python, Wisebits ,Москва,,,
292,Системный разработчик С/С++/Rust,https://hh.ru/vacancy/36774724?query=python, Ассоциация ОПТИМ ,"Москва, Арбатская и еще 1 ",120000,200000,руб.
293,Golang/ Go разработчик,https://hh.ru/vacancy/36476321?query=python, NX Studio ,"Москва, Марксистская и еще 2 ",,,
294,Разработчик Python,https://hh.ru/vacancy/36718725?query=python," Согласие, страховая компания ",Москва,,,
295,Ведущий Python разработчик / Python Teamlead,https://hh.ru/vacancy/36428958?query=python, AGIMA ,Москва,180000,,руб.
296,Программист-разработчик Python,https://hh.ru/vacancy/36730408?query=python,ООО Сода ,"Москва, Тверская и еще 2 ",,,
